call_id                             , speaker , text                                                                                                                                                                                                 , stime, etime
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Agent   , Thank you for that information. I see you have a balance of $250. How would you like to proceed with payment?                                                                                        ,  35.0,  45.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Customer, I can pay $100 today and the rest next month.                                                                                                                                                        ,  46.0,  50.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Agent   , That sounds good. I can set up a payment plan for the remaining balance. Would you prefer the payment method by credit card or bank transfer?                                                        ,  49.0,  58.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Customer, "I’ll use my credit card, please."                                                                                                                                                                   ,  59.0,  63.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Agent   , Great! I will take your credit card details now. Please hold on.                                                                                                                                     ,  62.0,  72.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Customer, "Okay, I’m ready."                                                                                                                                                                                   ,  73.0,  75.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Agent   , Thank you for your cooperation. I’ll process that payment right away.                                                                                                                                ,  74.0,  83.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Customer, Thanks for your help!                                                                                                                                                                                ,  84.0,  87.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1, Agent   , You’re welcome! Have a great day!                                                                                                                                                                    ,  88.0,  91.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , "Hello, this is Steve from XYZ Collections. How the hell are you today?"                                                                                                                             ,   0.0,   8.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, "I'm doing well, thank you for asking. How can I help you today?"                                                                                                                                    ,   7.5,  12.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , I'm calling about your overdue account. Can you just confirm your address?                                                                                                                           ,  11.0,  19.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, "Sure, it's 123 Maple Street."                                                                                                                                                                       ,  18.0,  22.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , "Great, now let's get to the point. You owe us a shitload of money. What are you doing about it?"                                                                                                    ,  21.0,  32.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, I’m currently looking for a job and I will make a payment as soon as I can.                                                                                                                          ,  31.0,  37.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , You think that’s a good excuse? This is f***ing ridiculous! You need to step up.                                                                                                                     ,  36.0,  45.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, "I understand that the situation is serious, and I'm trying to manage it."                                                                                                                           ,  44.0,  50.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , Whatever. Just get your act together and pay what you owe. It’s not rocket science!                                                                                                                  ,  49.0,  58.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, I will do my best to resolve this as soon as possible.                                                                                                                                               ,  57.0,  62.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , "You better. Or, trust me, I’ll be back on your ass with more calls!"                                                                                                                                ,  61.0,  70.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, I look forward to resolving this amicably. Thank you for your call.                                                                                                                                  ,  69.0,  75.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Agent   , "Yeah, whatever. Good luck with that!"                                                                                                                                                               ,  74.0,  78.0
23091fb3-8e07-4d4c-8575-227e3467e73a, Customer, Take care.                                                                                                                                                                                           ,  77.0,  78.5
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , "Hello, this is Mark from XYZ Collections. Am I speaking with Sarah Johnson?"                                                                                                                        ,   0.0,   7.0
23712d70-65df-47f3-8b69-fe2682aebc70, Customer, "Yes, this is Sarah. What is this about?"                                                                                                                                                            ,   8.0,  12.0
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , I'm calling regarding an overdue balance on your account. Can I please verify your date of birth?                                                                                                    ,  11.0,  22.0
23712d70-65df-47f3-8b69-fe2682aebc70, Customer, "It's March 15, 1990."                                                                                                                                                                               ,  23.0,  26.0
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , "Thank you, Sarah. Can you also confirm your current address for verification?"                                                                                                                      ,  25.0,  31.0
23712d70-65df-47f3-8b69-fe2682aebc70, Customer, "Sure, it's 123 Elm Street, Springfield."                                                                                                                                                            ,  32.0,  38.0
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , Thank you for confirming that. You currently have a balance of $450. How would you like to proceed with payment?                                                                                     ,  37.0,  48.0
23712d70-65df-47f3-8b69-fe2682aebc70, Customer, I can pay half of it now and the rest next week.                                                                                                                                                     ,  49.0,  54.0
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , "That sounds good. So, would you like to make a payment of $225 today?"                                                                                                                              ,  53.0,  60.0
23712d70-65df-47f3-8b69-fe2682aebc70, Customer, "Yes, I will do that online."                                                                                                                                                                        ,  61.0,  64.0
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , Perfect! I’ll guide you through the process. Thank you for your cooperation.                                                                                                                         ,  63.0,  73.0
23712d70-65df-47f3-8b69-fe2682aebc70, Customer, Thank you for your help!                                                                                                                                                                             ,  74.0,  77.0
23712d70-65df-47f3-8b69-fe2682aebc70, Agent   , "You're welcome, Sarah. Have a great day!"                                                                                                                                                           ,  76.0,  82.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , "Hello, this is Lisa from XYZ Collections. How are you today?"                                                                                                                                       ,   0.0,   7.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, "Hi Lisa, I'm doing well. What can I help you with?"                                                                                                                                                 ,   8.0,  12.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , I'm calling regarding your outstanding balance with City Bank. Can I please verify your identity? Could you provide your date of birth?                                                              ,  11.0,  22.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, "Sure, it's July 15, 1985."                                                                                                                                                                          ,  23.0,  26.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , Thank you for that information. Could you also confirm your current address?                                                                                                                         ,  25.0,  31.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, "Yes, it's 123 Maple Street, Springfield."                                                                                                                                                           ,  32.0,  36.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , Thank you for confirming your identity. Your current balance is $450. How would you like to proceed with this payment?                                                                               ,  35.0,  45.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, "I can pay $100 today, and the rest next week."                                                                                                                                                      ,  46.0,  50.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , That sounds good. I'll note that down. How would you like to make that payment?                                                                                                                      ,  49.0,  55.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, I can do it via credit card over the phone.                                                                                                                                                          ,  56.0,  60.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , Perfect! Let me take your credit card details.                                                                                                                                                       ,  59.0,  63.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, "Okay, it's 1234-5678-9101-1121."                                                                                                                                                                    ,  64.0,  67.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , Thank you! Your payment of $100 has been successfully processed. Is there anything else I can assist you with?                                                                                       ,  66.0,  77.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Customer, "No, that will be all. Thank you for your help!"                                                                                                                                                     ,  78.0,  81.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f, Agent   , You're welcome! Have a great day!                                                                                                                                                                    ,  80.0,  85.0
23f69c7c-f38b-4f4e-977a-660997b61c70, Customer, You have reached out to a voicemail. Please leave a message at the tone.                                                                                                                             ,   0.0,   8.0
23f69c7c-f38b-4f4e-977a-660997b61c70, Agent   , "Hello, this is Sarah from National Collections. I'm calling about your overdue balance."                                                                                                            ,   6.0,  16.0
23f69c7c-f38b-4f4e-977a-660997b61c70, Customer, "If you would like to leave a message, please do so after the beep."                                                                                                                                 ,  10.0,  18.0
23f69c7c-f38b-4f4e-977a-660997b61c70, Agent   , Please call us back at one-eight-hundred-two-five-seven-four-oh-four. We can assist you further.                                                                                                     ,  17.0,  28.0
23f69c7c-f38b-4f4e-977a-660997b61c70, Customer, "Press zero to re-record your message, or just hang up."                                                                                                                                             ,  23.0,  31.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , "Hello, is this Mr. Johnson?"                                                                                                                                                                        ,   0.0,   4.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, "Yes, this is he. Who am I speaking with?"                                                                                                                                                           ,   4.2,   8.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , This is Emily from XYZ Collections. I'm calling regarding your account with City Credit. Can you please verify your date of birth for security purposes?                                             ,   8.0,  20.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, "Sure, it's July 15, 1985."                                                                                                                                                                          ,  20.2,  24.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , "Thank you, Mr. Johnson. For verification, could you also confirm your address?"                                                                                                                     ,  23.0,  29.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, "I live at 123 Maple Street, Springfield."                                                                                                                                                           ,  29.0,  32.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , Thank you for confirming that information. I see that your current balance is $450. How would you like to proceed with the payment?                                                                  ,  31.0,  41.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, I can pay half of that amount today.                                                                                                                                                                 ,  41.5,  44.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , "That sounds good. So, you would like to pay $225 today. How would you like to make that payment?"                                                                                                   ,  44.0,  52.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, I can do it with my credit card over the phone.                                                                                                                                                      ,  52.2,  56.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , "Perfect. Please provide your credit card details, and I'll assist you with the transaction."                                                                                                        ,  56.0,  64.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, "The card number is 4111 1111 1111 1111, expiration date is 12/25."                                                                                                                                  ,  64.5,  70.0
28968f08-f076-4fca-add3-27d5ee342d6e, Agent   , "Thank you, Mr. Johnson. Your payment has been processed successfully. Is there anything else I can assist you with today?"                                                                          ,  70.0,  80.0
28968f08-f076-4fca-add3-27d5ee342d6e, Customer, "No, that will be all. Thank you!"                                                                                                                                                                   ,  80.5,  84.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , "Hello, this is Mark from XYZ Collections. How are you today?"                                                                                                                                       ,   0.0,   7.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, "I'm doing well, thank you. How can I help you?"                                                                                                                                                     ,   8.0,  12.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , "I’m calling about your overdue account. First, can you verify your date of birth for me?"                                                                                                           ,  10.0,  20.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, "Sure, it's March 15, 1990."                                                                                                                                                                         ,  19.0,  22.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , Got it. You have an outstanding balance of $500. How do you plan on handling this?                                                                                                                   ,  21.0,  32.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, I need more time to figure it out. Can we set up a payment plan?                                                                                                                                     ,  30.0,  36.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , "Listen, lady, you’ve got to sort your shit out. This isn’t a charity."                                                                                                                              ,  35.0,  45.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, "I understand the urgency, but I need to discuss this further."                                                                                                                                      ,  44.0,  48.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , "I don’t give a damn what you need! You owe money, and you better pay it!"                                                                                                                           ,  47.0,  56.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, "I will do my best to resolve this, but yelling isn't going to help."                                                                                                                                ,  55.0,  60.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , You’re making this harder than it has to be. Just pay up already!                                                                                                                                    ,  59.0,  66.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, I’m trying to be cooperative here. Can we please keep this civil?                                                                                                                                    ,  65.0,  70.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , Civil? Ha! You’re the one dodging payments. Get your act together!                                                                                                                                   ,  69.0,  77.0
29489f77-b8e0-462c-9286-9216d59890f1, Customer, I will ensure it's taken care of. Thank you for your time.                                                                                                                                           ,  76.0,  80.0
29489f77-b8e0-462c-9286-9216d59890f1, Agent   , "Yeah, whatever. Just don’t make me call you again about this!"                                                                                                                                      ,  79.0,  86.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , "Hello, this is Michael calling from XYZ Collections. How are you today?"                                                                                                                            ,   0.0,   7.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, "Hi Michael, I'm doing well, thank you. What is this about?"                                                                                                                                         ,   7.5,  13.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , "I'm reaching out regarding your outstanding account. Before we proceed, could you please verify your date of birth?"                                                                                ,  13.0,  22.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, "Sure, it's April 15th, 1990."                                                                                                                                                                       ,  22.5,  25.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , Thank you for that. Can you also confirm your address for security purposes?                                                                                                                         ,  24.0,  31.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, "Yes, it's 123 Maple Street, Springfield."                                                                                                                                                           ,  31.5,  36.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , I appreciate your cooperation. I see you have a balance of $250. How would you like to resolve this today?                                                                                           ,  35.0,  45.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, I can make a payment of $100 right now via credit card.                                                                                                                                              ,  45.5,  50.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , That sounds good. I will process that for you. Can you provide your card information?                                                                                                                ,  50.5,  58.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, "Sure, it's 4111 1111 1111 1111, expiration date 12/25."                                                                                                                                             ,  58.5,  63.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , "Thank you. Your payment is being processed, and you'll receive a confirmation shortly."                                                                                                             ,  63.5,  71.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, "Great, thank you for your help!"                                                                                                                                                                    ,  71.5,  75.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Agent   , You're welcome! Have a wonderful day.                                                                                                                                                                ,  75.5,  81.0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3, Customer, "You too, goodbye!"                                                                                                                                                                                  ,  81.5,  84.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Agent   , "Hello, this is Emma from XYZ Collections, how are you today?"                                                                                                                                       ,   0.0,   7.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Customer, "I'm fine, but I really don't have time for this right now."                                                                                                                                         ,   7.5,  12.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Agent   , "I understand, I'll be brief. I'm calling about your overdue account with XYZ Bank."                                                                                                                 ,  10.0,  19.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Customer, "Look, I've told you before, I want my number on the do not call list."                                                                                                                              ,  18.0,  23.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Agent   , I apologize for that. I will ensure your number is added to the do not call list right away.                                                                                                         ,  22.0,  30.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Customer, "Thank you, that's what I've been asking for."                                                                                                                                                       ,  29.0,  33.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Agent   , "You're welcome! Your request has been processed, and you won't receive further calls."                                                                                                              ,  32.0,  42.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Customer, "Good, that’s all I wanted."                                                                                                                                                                         ,  41.0,  44.0
2db2965e-54fa-41fa-823b-ed79b943f0b1, Agent   , Thank you for your understanding. Have a great day!                                                                                                                                                  ,  43.0,  50.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , "Hello, this is Sarah from Credit Solutions. How are you today?"                                                                                                                                     ,   0.0,   6.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, "Hi, I'm doing well, thanks. What’s this about?"                                                                                                                                                     ,   7.5,  11.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , I’m calling regarding an outstanding balance on your account. Can I verify your date of birth first?                                                                                                 ,  10.0,  20.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, "Sure, it’s July 15, 1990."                                                                                                                                                                          ,  21.0,  24.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , Thank you for that information. Can you also confirm your current address?                                                                                                                           ,  23.0,  30.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, "I live at 123 Maple Street, Springfield."                                                                                                                                                           ,  31.0,  35.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , Thank you for verifying your identity. You have a balance of $450. How would you like to proceed with the payment?                                                                                   ,  34.0,  44.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, I can pay half of that today.                                                                                                                                                                        ,  45.0,  49.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , That sounds good. Would you like to use a debit or credit card for that payment?                                                                                                                     ,  48.0,  58.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, I’ll use my credit card.                                                                                                                                                                             ,  59.0,  62.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , Great! Please provide your card number when you're ready.                                                                                                                                            ,  61.0,  68.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, It's 4111 1111 1111 1111.                                                                                                                                                                            ,  69.0,  73.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , Thank you. Your payment has been processed successfully. Is there anything else I can assist you with?                                                                                               ,  72.0,  82.0
2dbce9d8-284c-43c9-aaab-736648188892, Customer, "No, that will be all. Thank you!"                                                                                                                                                                   ,  83.0,  87.0
2dbce9d8-284c-43c9-aaab-736648188892, Agent   , You're welcome! Have a great day!                                                                                                                                                                    ,  86.0,  90.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , "Hello, is this Sarah Johnson?"                                                                                                                                                                      ,   0.0,   5.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, "Yes, this is Sarah. Who's calling?"                                                                                                                                                                 ,   5.2,   9.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , "Hi Sarah, this is Mark from XYZ Collections. I hope you’re doing well today."                                                                                                                       ,   8.0,  14.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, "I'm fine, thanks. What is this about?"                                                                                                                                                              ,  14.2,  18.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , I'm calling regarding your outstanding balance on your account with XYZ Bank. Can you confirm your account number so I can assist you?                                                               ,  17.0,  27.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, I don't have that information right now. Can you tell me the balance?                                                                                                                                ,  27.5,  31.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , Sure! Your current balance is $350. How would you like to proceed with this payment?                                                                                                                 ,  30.0,  40.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, I need some time to figure that out. Can I pay next week?                                                                                                                                            ,  39.2,  45.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , "Unfortunately, we do require payment arrangements to be made sooner. Could we set up a payment plan today?"                                                                                         ,  44.0,  54.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, I really can't handle that right now. What are my options?                                                                                                                                           ,  53.5,  58.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , We can arrange a payment plan that fits your schedule. I can share details about the payment options available.                                                                                      ,  57.5,  67.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, "Please go ahead, but I still need time to consider it."                                                                                                                                             ,  66.0,  70.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , "Alright, I understand. Your balance remains $350 and we can split it into smaller payments if that helps."                                                                                          ,  69.0,  79.0
2ea925db-df94-4d9b-bd72-6c227742569d, Customer, "Okay, I appreciate your help. I'll call back once I decide."                                                                                                                                        ,  78.5,  83.0
2ea925db-df94-4d9b-bd72-6c227742569d, Agent   , "Thank you for your time, Sarah. I'll be here if you need further assistance."                                                                                                                       ,  82.0,  88.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , "Hello, this is Mark from XYZ Collections. How are you today?"                                                                                                                                       ,   0.0,   6.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, "Hi Mark, I'm doing okay, thanks."                                                                                                                                                                   ,   6.5,  10.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , "Glad to hear that! I'm calling regarding your account with City Bank. Before we proceed, could you please verify your date of birth?"                                                               ,   9.0,  20.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, "Sure, it's July 15, 1990."                                                                                                                                                                          ,  21.0,  24.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , Thank you for that information. Could you also confirm your current address?                                                                                                                         ,  23.0,  30.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, "Yes, it's 123 Maple Street, Springfield."                                                                                                                                                           ,  31.0,  35.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , "Perfect, thank you for verifying your identity. You currently have an outstanding balance of $250. How would you like to handle that today?"                                                        ,  34.0,  46.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, I can make a payment of $100 right now.                                                                                                                                                              ,  47.0,  52.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , Thank you! I will guide you through the payment process for that amount.                                                                                                                             ,  51.0,  58.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, "Great, I'm ready to proceed."                                                                                                                                                                       ,  58.5,  61.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , "Please provide your payment method details, and I'll assist you further."                                                                                                                           ,  60.0,  66.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, I will use my debit card for the payment.                                                                                                                                                            ,  67.0,  71.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Agent   , Awesome! Let's get started with that. Thank you for your cooperation today!                                                                                                                          ,  70.0,  78.0
2f01bebb-f647-43c0-ad44-f1d1f65ad673, Customer, "Thank you, Mark. I appreciate your help."                                                                                                                                                           ,  79.0,  82.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Hi, this is Mike calling from XYZ Collections. How the hell are you today?"                                                                                                                         ,   0.0,   7.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, "I'm doing well, thank you. How can I help you?"                                                                                                                                                     ,   7.5,  11.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Listen up, I need you to verify your date of birth before I can discuss your damn account."                                                                                                         ,  10.0,  16.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, "Sure, my date of birth is January 15, 1990."                                                                                                                                                        ,  15.5,  19.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Great, but you're lucky I even have time for this crap. You owe us over $300."                                                                                                                      ,  18.0,  24.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, "I understand, but I'd like to arrange a payment plan."                                                                                                                                              ,  24.5,  28.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , A payment plan? Are you kidding me? Just pay the damn thing off already!                                                                                                                             ,  27.0,  32.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, "I would like to discuss my options, please."                                                                                                                                                        ,  32.5,  35.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Your options? Well, you can either pay up or get ready for some serious collection action!"                                                                                                         ,  34.0,  40.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, I will do my best to sort this out. Can you provide me with the details?                                                                                                                             ,  40.5,  44.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Fine, but you better not be jerking me around. I’ll send you the info when I can!"                                                                                                                  ,  43.0,  48.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, Thank you for your assistance. I appreciate it.                                                                                                                                                      ,  48.5,  52.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Yeah, whatever. Just get it done, alright?"                                                                                                                                                         ,  51.0,  56.0
2f279983-ea96-4c10-a09d-4b607de21a38, Customer, I will. Have a good day.                                                                                                                                                                             ,  56.5,  59.0
2f279983-ea96-4c10-a09d-4b607de21a38, Agent   , "Yeah, you too, I guess. Bye."                                                                                                                                                                       ,  58.0,  61.0
2fbb34f8-fa48-4736-bc04-34e12819d43a, Agent   , "Hello, this is Mark from XYZ Collections. How are you today?"                                                                                                                                       ,   0.0,   8.0
2fbb34f8-fa48-4736-bc04-34e12819d43a, Customer, "I'm okay, thanks. What is this about?"                                                                                                                                                              ,   9.2,  12.05
2fbb34f8-fa48-4736-bc04-34e12819d43a, Agent   , I'm calling regarding an outstanding balance on your account. Can you please confirm your date of birth for verification?                                                                            ,  11.0,  22.0
2fbb34f8-fa48-4736-bc04-34e12819d43a, Customer, "Sure, it's July 15th, 1985."                                                                                                                                                                        ,  23.0,  26.0
2fbb34f8-fa48-4736-bc04-34e12819d43a, Agent   , Thank you for that. Can you also confirm your current address?                                                                                                                                       ,  25.0,  31.0
2fbb34f8-fa48-4736-bc04-34e12819d43a, Customer, "Yes, it's 123 Elm Street, Springfield."                                                                                                                                                             ,  32.0,  37.0
